Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Crop_Growth_Stage_Harvest,Crop_Growth_Stage_Sowing,Crop_Growth_Stage_Vegetative,Season_Rabi,Season_Zaid,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,Water_Source_Rainwater,Water_Source_Reservoir,Water_Source_River,Mulching_Used_Yes,Region_East,Region_North,Region_South,Region_West,Irrigation_Need
6.47,17.33,1.12,2.71,29.97,49.25,1730.78,5.89,12.12,9.82,15.47,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,2
6.39,41.99,0.98,0.69,26.29,70.93,226.54,5.22,18.16,9.65,36.55,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,2
5.02,10.1,1.52,1.64,23.96,35.9,2097.37,5.98,19.53,11.58,57.41,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,2
6.84,10.62,0.57,3.2,20.82,75.12,487.97,5.56,10.6,3.21,116.28,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,2
6.49,60.54,0.42,2.24,13.0,74.62,350.8,9.02,1.82,8.98,83.57,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1
5.85,61.83,0.54,2.36,24.0,75.44,2140.54,9.09,15.08,6.82,17.05,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
8.16,33.34,1.43,1.05,40.67,71.73,2385.26,7.94,9.3,7.72,63.69,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,1
6.54,30.85,1.18,0.14,41.13,73.63,1150.06,7.33,1.41,3.61,51.49,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
7.64,9.84,0.92,1.4,36.06,89.62,1547.11,7.13,2.75,14.24,76.34,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,2
5.97,26.34,0.31,2.66,28.23,32.43,1518.52,8.34,15.52,12.86,43.02,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,1
5.15,33.64,1.29,1.61,24.05,48.28,2089.22,4.85,0.9,10.71,60.39,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,1
5.58,52.06,0.38,2.65,14.59,55.87,2435.98,7.53,5.16,11.73,98.09,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,1
6.74,62.66,1.12,2.62,40.69,46.69,1427.98,7.09,17.25,5.32,60.52,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,1
8.19,60.85,1.5,2.68,32.94,45.88,2174.42,5.03,2.5,11.27,87.4,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,1
6.55,16.59,0.8,1.0,17.02,73.26,1504.57,4.65,10.87,2.86,102.67,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,2
6.87,50.94,1.28,2.4,30.93,72.32,1128.17,9.67,4.41,1.13,45.26,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,1
6.01,52.15,0.52,2.79,19.76,27.29,1471.56,7.86,12.3,5.06,112.81,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
7.33,52.41,1.39,3.42,27.59,86.56,504.54,7.77,0.88,1.03,17.34,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,1
6.77,47.26,0.95,0.16,31.39,34.58,1035.32,8.59,9.22,2.99,30.75,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1
6.38,51.38,1.05,1.45,22.43,40.73,1548.12,5.92,13.72,2.83,68.58,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,2
6.24,9.75,1.07,0.69,37.44,83.8,641.05,9.3,11.35,10.33,24.88,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,2
5.05,55.76,0.58,2.3,39.27,29.98,2134.38,7.65,11.38,4.19,7.56,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,2
5.38,55.36,1.57,2.15,21.36,65.45,1785.99,9.98,3.26,12.82,84.82,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,1
6.91,49.98,1.57,0.85,15.39,89.59,277.8,6.54,1.89,6.2,104.63,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,2
6.87,25.7,0.79,0.57,38.32,39.6,1306.02,8.08,18.59,4.09,94.49,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,2
6.57,61.97,0.99,0.95,19.32,62.56,1215.66,10.63,9.77,12.48,65.08,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,1
5.48,29.16,0.82,2.09,40.46,62.76,80.91,6.15,19.04,1.0,80.34,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0
5.92,38.25,0.67,2.74,27.51,80.23,1996.96,6.11,14.88,5.45,108.11,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2
7.89,47.83,0.84,1.43,29.87,69.41,812.71,10.6,2.21,4.46,25.31,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1
6.85,21.23,1.13,3.39,33.41,65.08,588.22,4.43,11.92,13.85,38.84,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,2
6.39,26.92,0.48,0.9,31.55,92.49,258.4,9.1,9.48,8.56,105.93,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,1
5.03,50.92,1.03,0.12,33.24,61.88,2175.54,5.08,10.16,7.45,88.23,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,2
4.85,9.65,1.17,3.22,40.99,38.59,69.02,6.0,9.12,1.17,80.54,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0
7.09,14.13,0.53,1.39,21.64,53.43,1479.04,8.01,9.37,7.43,29.42,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,2
6.89,26.78,1.01,2.94,35.36,47.15,848.26,6.22,17.75,5.37,64.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2
7.29,40.75,0.32,2.03,15.83,63.25,1248.54,8.8,0.74,14.23,9.85,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,1
4.92,27.12,0.57,2.57,25.89,51.08,1993.06,10.97,19.1,8.48,110.53,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,1
7.87,43.98,0.91,0.7,13.6,79.77,285.58,7.74,6.06,4.25,30.95,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,1
7.43,26.58,1.34,1.41,17.53,68.65,796.95,8.91,13.54,9.12,52.97,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,1
5.85,45.78,1.05,0.58,20.42,52.33,2471.69,8.79,11.03,4.58,6.85,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,2
8.1,30.49,0.75,0.7,30.67,68.78,1643.87,8.28,15.93,13.66,93.12,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,1
7.29,57.52,1.54,1.86,39.8,65.19,612.61,4.38,5.13,3.51,41.16,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,1
7.34,13.8,1.28,3.31,20.21,59.0,376.86,4.18,17.96,2.93,96.63,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,2
6.99,14.78,1.13,2.7,35.82,62.81,1906.82,5.41,12.1,0.47,108.29,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
5.27,35.19,0.66,1.49,25.08,54.16,2279.13,5.0,17.31,5.66,53.74,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,1
6.02,16.45,1.12,2.69,25.23,52.37,235.44,6.34,15.03,8.75,24.65,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
7.26,34.27,1.28,0.88,16.9,51.29,376.79,7.95,18.32,7.05,33.52,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,1
6.51,25.44,0.64,0.9,28.78,61.97,986.04,6.58,14.4,4.08,62.97,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,1
4.92,63.35,1.36,1.34,15.58,53.37,824.25,4.11,3.93,1.71,55.18,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,1
5.3,45.36,0.94,0.68,33.88,40.7,960.27,8.91,2.93,6.6,59.5,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,1
7.13,40.06,0.66,0.51,39.35,76.53,469.46,6.05,15.19,7.32,36.05,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1
6.08,15.79,1.01,2.26,39.45,84.81,1341.94,5.19,16.45,12.79,98.71,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0
7.28,54.31,0.91,1.09,20.83,59.54,332.27,9.78,8.44,3.89,7.18,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,1
7.59,24.72,0.53,2.41,40.43,70.9,1063.39,10.08,13.3,12.93,54.01,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2
5.07,45.55,0.83,0.58,21.41,91.48,886.48,7.08,19.13,4.99,104.53,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,1
7.47,41.27,1.15,1.74,37.37,80.94,2224.57,8.36,15.63,1.59,71.43,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2
7.43,46.86,1.06,2.44,32.39,43.36,1989.1,10.97,10.19,1.29,46.25,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2
5.11,18.54,0.54,1.15,23.65,51.71,1275.07,7.91,12.99,1.56,23.95,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,2
6.05,37.37,0.83,1.41,16.87,66.5,2380.63,9.06,16.37,0.95,115.24,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,2
7.19,25.63,0.86,0.62,16.27,38.98,448.85,10.33,12.74,5.17,0.97,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
6.24,18.22,1.21,0.34,20.95,88.15,1414.78,9.28,9.81,2.59,63.36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,1
5.08,59.64,1.42,2.9,26.11,44.66,1524.76,9.08,2.57,6.8,26.16,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,1
7.21,20.54,1.03,0.72,25.95,52.82,2193.71,5.5,15.9,4.23,6.54,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,1
5.05,32.19,0.38,0.47,29.76,28.68,1761.86,6.28,13.35,12.07,80.76,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,2
7.32,61.64,0.95,0.85,14.96,64.73,502.93,4.6,4.24,14.65,93.19,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1
4.94,19.36,1.59,3.18,41.23,44.38,1122.65,7.98,2.72,8.88,69.43,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,2
6.58,57.27,1.05,3.32,26.02,59.1,582.0,6.64,15.02,10.66,75.61,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,1
6.88,11.57,1.14,1.65,36.89,63.84,2406.01,5.01,19.62,14.02,20.89,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0
8.01,15.06,1.19,0.82,28.13,54.76,561.75,10.64,3.17,14.94,94.39,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,2
5.44,9.5,1.27,0.64,14.77,69.47,2023.86,7.44,10.42,9.82,76.03,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,1
6.29,22.27,0.51,3.36,23.83,40.35,1802.38,8.42,11.59,7.87,27.92,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,2
6.6,52.08,0.49,0.85,37.42,60.22,1957.43,7.67,12.37,6.61,26.44,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
6.77,15.39,1.36,3.27,37.09,83.2,462.51,6.49,2.08,3.1,77.47,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2
8.04,42.81,0.61,1.33,35.01,51.44,331.06,6.09,12.74,8.67,13.4,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,2
6.99,10.61,1.33,1.57,22.46,71.73,2263.06,4.01,18.18,3.69,31.92,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1
7.1,59.96,1.49,2.3,30.29,29.45,1813.25,7.59,6.05,7.88,18.9,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,2
8.09,51.24,1.49,2.68,25.56,69.77,27.97,8.74,18.37,3.93,8.37,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,2
7.56,24.19,0.35,1.45,34.13,30.23,1884.78,4.62,5.36,12.26,34.45,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,2
6.14,28.59,0.9,2.15,27.84,40.52,743.06,8.06,15.74,4.38,40.24,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2
6.9,26.21,0.74,2.75,15.54,43.25,973.64,9.19,16.35,5.14,74.58,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,2
4.98,23.76,0.92,0.49,37.39,90.45,1331.92,7.25,19.13,7.46,2.58,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,2
5.51,64.39,1.04,0.18,17.54,28.92,2030.46,10.84,16.77,13.53,97.86,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
7.68,16.99,0.94,1.02,14.88,27.33,418.17,8.38,13.07,2.31,17.93,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2
6.04,32.5,0.87,2.93,15.84,94.41,1624.9,4.46,10.61,5.82,10.04,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,1
6.72,64.51,1.12,1.89,39.35,29.08,410.88,5.29,2.07,13.45,14.95,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2
7.17,13.02,1.16,2.52,32.28,80.39,1643.28,9.26,7.17,9.36,112.39,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,2
6.7,37.66,0.94,2.61,29.13,37.5,1163.75,6.84,16.64,2.09,6.51,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,1
5.37,53.68,1.13,1.64,15.98,43.32,224.49,6.36,10.57,4.11,11.83,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,2
6.88,55.14,1.43,2.55,33.18,85.77,654.76,9.78,5.36,5.24,24.14,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,2
5.43,46.48,0.98,0.38,19.46,43.49,1500.35,9.29,2.8,4.6,90.47,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1
5.23,45.96,1.01,1.34,39.83,73.9,1223.92,10.92,4.24,9.75,106.38,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,2
5.21,35.86,0.56,2.81,21.73,63.91,344.73,9.33,8.54,14.91,86.51,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1
7.26,48.88,0.78,3.16,25.6,40.55,1806.84,10.7,18.44,12.96,37.92,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,1
6.89,61.91,0.99,3.21,18.97,30.59,343.57,7.4,0.9,6.16,7.53,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,1
5.94,33.68,1.45,1.18,36.69,38.11,247.58,4.95,10.62,3.53,43.99,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
6.56,55.4,1.01,2.59,36.13,81.63,1076.04,4.54,16.33,6.92,55.86,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2
6.47,14.92,1.14,2.77,18.53,73.7,239.57,4.76,10.96,14.41,105.67,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,2
8.15,64.3,0.68,0.23,36.27,30.02,1978.58,5.18,16.37,0.95,10.83,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
7.52,43.76,1.27,1.71,38.59,62.39,571.07,7.06,7.39,9.77,101.28,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
5.41,34.91,0.94,2.55,28.16,79.21,525.52,4.75,2.62,5.39,52.04,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,1
7.53,57.04,1.35,2.98,27.89,88.4,1744.68,4.04,7.44,2.15,36.49,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,1
8.0,21.13,0.89,2.17,33.43,58.71,2337.26,6.44,2.75,0.52,40.14,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
4.95,63.95,1.25,0.88,34.58,30.38,818.07,4.01,14.81,6.43,66.14,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,2
4.93,45.1,1.38,3.11,31.68,60.07,1389.11,9.04,8.05,12.53,103.02,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
6.0,58.73,0.59,2.04,18.41,80.37,94.72,5.23,8.38,9.01,35.49,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,2
7.33,62.47,0.39,2.02,15.99,35.29,2256.29,7.96,9.75,3.13,65.91,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,1
7.47,19.45,0.91,1.37,24.18,66.39,318.07,4.86,11.22,12.67,36.13,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,2
5.93,23.93,0.49,0.56,25.31,34.95,1794.95,5.49,10.82,7.39,97.26,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,2
7.79,32.46,1.35,1.74,41.63,76.2,1383.87,5.28,8.06,12.18,99.68,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,1
5.83,51.2,0.84,1.03,39.57,45.0,2470.24,7.88,0.86,8.72,34.17,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,1
5.23,60.48,1.46,1.13,32.11,57.65,216.12,5.78,2.72,4.46,5.45,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,2
6.57,11.31,0.67,1.27,26.47,45.31,2426.0,5.63,13.81,12.0,7.34,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,1
7.71,59.41,0.9,1.82,20.69,72.61,379.8,6.7,3.37,6.5,13.48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1
6.45,62.1,0.41,0.8,16.97,86.33,780.35,7.27,10.1,11.42,12.16,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1
6.74,21.28,0.64,1.63,26.94,38.94,21.19,8.13,12.32,6.54,22.39,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0
6.06,32.37,0.8,0.87,18.46,80.61,2049.01,4.49,0.55,3.93,110.7,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,1
7.19,31.22,0.9,0.9,22.07,41.79,767.81,9.13,7.48,9.37,15.5,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,1
5.85,38.96,1.0,2.43,28.06,64.45,1547.28,4.09,6.92,4.65,63.69,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
5.98,54.44,1.05,1.65,39.48,27.88,274.84,6.49,16.12,1.43,66.82,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,2
6.78,30.25,1.37,3.15,19.73,45.25,1032.26,10.81,2.02,7.48,114.06,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,1
6.16,20.05,1.12,3.1,14.93,75.74,552.5,5.78,5.62,1.21,53.9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1
5.09,33.79,0.42,2.5,26.28,85.54,1129.33,7.99,8.27,10.23,42.1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
6.48,49.02,0.8,0.72,33.22,46.3,1367.03,9.18,3.21,3.55,69.74,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1
7.35,43.56,0.43,0.75,22.78,49.28,2328.41,8.37,19.23,2.88,70.26,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,1
4.81,14.06,1.37,2.37,24.73,41.19,1825.4,9.92,12.88,13.49,28.21,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2
5.53,19.01,1.14,1.85,38.59,47.54,2382.88,6.56,10.25,3.42,74.08,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,2
7.49,43.68,0.66,1.63,24.4,75.07,1920.97,5.43,19.79,11.57,34.72,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1
5.72,32.25,1.36,2.41,38.28,40.91,971.61,10.78,16.77,10.31,59.91,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,1
7.43,15.49,0.49,3.1,26.42,77.54,908.05,7.41,7.56,7.49,19.54,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,2
7.27,8.16,0.91,3.12,24.36,36.52,675.39,4.73,1.16,3.6,87.85,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,1
5.7,44.27,0.89,3.15,25.98,59.66,1904.72,5.45,14.73,4.93,80.41,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,1
7.19,43.7,1.28,2.69,26.1,88.02,143.28,6.76,3.28,9.75,57.12,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,1
5.83,47.38,1.39,2.9,13.28,32.1,2265.86,5.75,0.57,8.82,53.47,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,1
4.82,18.42,1.46,0.97,17.47,33.68,2469.99,8.22,1.23,12.25,18.38,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,2
5.5,56.61,1.55,3.06,19.95,31.85,1769.3,10.14,18.92,13.85,47.15,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1
4.81,21.46,1.02,3.46,39.72,73.25,833.83,8.32,8.26,3.39,97.88,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,1
5.96,14.38,0.37,1.32,37.62,25.61,1373.26,8.86,8.7,7.91,33.16,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,2
4.91,30.87,0.83,3.3,12.84,50.77,2357.64,6.38,6.92,10.3,91.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,1
6.69,42.74,0.32,0.94,28.24,49.58,9.88,10.75,2.95,14.17,56.86,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1
7.76,46.14,0.84,1.0,38.58,84.14,1207.5,7.22,8.58,4.17,46.92,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1
5.67,32.09,1.33,1.18,41.83,43.38,1135.33,8.58,0.5,6.85,25.29,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
5.97,19.51,1.54,0.37,18.57,28.73,1833.3,5.8,1.64,13.92,105.75,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,1
5.37,30.42,0.46,0.2,15.0,26.9,1439.77,8.05,13.57,0.93,108.71,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1
